Opening Id;Type;Peculiar Type;House Id;Bigger Area Room;Passing Standing Bigger Room;Bigger Area Room Type;Bigger Area Room m2;Smaller Area Room;Passing Standing Smaller Room;Smaller Area Room Type;Smaller Area Room m2;Width (cm);Height (cm);Length (cm);Level of Preservation;Id Threshold Sill;Id Lintel;Floor;Distance from Ground (cm);Frame Trace;Lintel Type;House Id:1;House Type;Date;Period;Town;Data Method;Total Square Meter (m2);Id Lintel:1;Lintel Length (cm);Lintel Width (cm);Lintel Thickness (cm);Lintel Material;Lintel Doorstop Width (cm);Lintel Tenon Hole Number;Lintel Hinge Hole Number;Lintel Bolt Hole Number;Id Threshold Sill:1;Threshold Sill Length (cm);Threshold Sill Width (cm);Threshold Sill Thickness (cm);Threshold Sill Material;Threshold Sill Type;Threshold Sill Doorstop Width (cm);Threshold Sill Tenon Hole Number;Threshold Sill Hinge Hole Number;Threshold Sill Bolt Hole Number;Threshold Sill Shutter Erosion;Threshold Sill Folding Door Channel;Outside_Inside
66;DOORWAY;NO;DOMUS DELLE FONTANE 1;CUBICULUM;STANDING;PRIVATE ROOM;1052;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;85;137;;26;2;T0066;;G;;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0066;335;1125;;OTHER STONE;A;7;0;2;1;NO;NO;INSIDE
67;DOORWAY;NO;DOMUS DELLE FONTANE 1;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;85;CUBICULUM;STANDING;PRIVATE ROOM;503;100;;31;2;T0067;;G;;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0067;44;64;;OTHER STONE;A;13;0;0;0;NO;NO;INSIDE
68;DOORWAY;NO;DOMUS DELLE FONTANE 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;2363;CUBICULUM;STANDING;PRIVATE ROOM;125;154;;35;2;;;G;;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;;;;;;;;;;;;;INSIDE
69;WINDOW;BETWEEN FLATS;DOMUS DELLE FONTANE 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;2363;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;196;120;;41;3;T0069;;G;93;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0069;41;120;21;LIMESTONE;D;15;0;0;0;NO;NO;INSIDE
70;WINDOW;NO;DOMUS DELLE FONTANE 1;COURT;STANDING;OPEN SPACES;5987;RECEPTION ROOM;STANDING;PUBLIC ROOM;4214;122;;23;2;T0070;;G;71;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0070;345;122;12;LIMESTONE;D;115;1;0;0;NO;NO;INSIDE
71;WINDOW;NO;DOMUS DELLE FONTANE 1;COURT;STANDING;OPEN SPACES;5987;RECEPTION ROOM;STANDING;PUBLIC ROOM;4214;152;;22;2;T0071;;G;71;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0071;33;152;12;LIMESTONE;D;11;0;0;0;NO;NO;INSIDE
72;DOORWAY;NO;DOMUS DELLE FONTANE 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;2238;CUBICULUM;STANDING;PRIVATE ROOM;292;90;;41;3;T0072;;G;;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0072;495;132;;MARBLE;E;85;0;3;1;NO;NO;INSIDE
73;DOORWAY;NO;DOMUS DELLE FONTANE 1;CUBICULUM;STANDING;PRIVATE ROOM;297;CUBICULUM;STANDING;PRIVATE ROOM;292;83;;38;3;T0073;;G;;NO;n.a.;DOMUS DELLE FONTANE 1;DOMUS;I BC-III AD;MIDDLE EMPIRE;BRESCIA;SURVEY;595;;;;;;;;;;T0073;46;1045;;MARBLE;D;8;0;2;1;NO;NO;INSIDE
74;DOORWAY;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;RECEPTION ROOM;STANDING;PUBLIC ROOM;1166;90;;39;3;T0074;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0074;77;1215;;MARBLE;D;10;0;2;0;NO;NO;INSIDE
75;DOORWAY;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;STAIRWAY;PASSING;SERVICE ROOM;354;77;;38;1;T0075;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0075;38;84;;OTHER STONE;A;8;0;1;0;NO;NO;INSIDE
76;DOORWAY;NO;DOMUS DI DIONISO 1;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;1786;CUBICULUM;STANDING;PRIVATE ROOM;487;59;;25;3;T0076;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0076;35;59;8;MARBLE;A;10;0;4;0;NO;NO;INSIDE
77;DOORWAY;NO;DOMUS DI DIONISO 1;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;1786;KITCHEN;STANDING;SERVICE ROOM;237;67;;28;3;T0077;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0077;34;81;;MARBLE;D;6;0;2;0;NO;NO;INSIDE
78;DOORWAY;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;TRICLINIUM;STANDING;PUBLIC ROOM;1708;80;;40;3;T0078;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0078;51;105;;MARBLE;D;95;0;3;0;NO;NO;INSIDE
79;DOORWAY;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;RECEPTION ROOM;STANDING;PUBLIC ROOM;1569;98;;35;2;T0079;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;T0079;181;198;10;LIMESTONE;A;9;0;1;0;NO;NO;INSIDE
80;WINDOW;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;RECEPTION ROOM;STANDING;PUBLIC ROOM;1166;111;;39;2;;;G;96;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;;;;;;;;;;;;;INSIDE
81;WINDOW;NO;DOMUS DI DIONISO 1;COURT;STANDING;OPEN SPACES;3521;TRICLINIUM;STANDING;PUBLIC ROOM;1708;115;;46;2;;;G;;NO;n.a.;DOMUS DI DIONISO 1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;SURVEY;300;;;;;;;;;;;;;;;;;;;;;;INSIDE
82;DOORWAY;NO;DOMUS DI SANTA GIULIA B;ENTRANCE;PASSING;PUBLIC ROOM;26;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;1189;105;;45;1;T0082;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0082;48;106;14;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
83;DOORWAY;NO;DOMUS DI SANTA GIULIA B;PORTICUS;PASSING;PUBLIC ROOM;6706;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;1189;95;;60;1;T0083;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0083;60;95;;n.a.;C;0;1;1;0;NO;NO;INSIDE
84;DOORWAY;NO;DOMUS DI SANTA GIULIA B;PORTICUS;PASSING;PUBLIC ROOM;6706;ENTRANCE;PASSING;PUBLIC ROOM;26;408;;63;2;T0084;;G;;YES;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0084;63;408;13;MARBLE;C;0;2;0;0;NO;YES;INSIDE
85;DOORWAY;NO;DOMUS DI SANTA GIULIA B;PORTICUS;PASSING;PUBLIC ROOM;6706;UNKNOWN ROOM;STANDING;UNKNOWN ROOM;36;98;;57;1;;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;;;;;;;;;;;;;INSIDE
86;DOORWAY;NO;DOMUS DI SANTA GIULIA B;PORTICUS;PASSING;PUBLIC ROOM;6706;CORRIDOR;PASSING;PUBLIC ROOM;3738;219;;40;1;;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;;;;;;;;;;;;;INSIDE
87;DOORWAY;NO;DOMUS DI SANTA GIULIA B;PORTICUS;PASSING;PUBLIC ROOM;6706;CORRIDOR;PASSING;PUBLIC ROOM;3738;244;;40;1;;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;;;;;;;;;;;;;INSIDE
88;DOORWAY;NO;DOMUS DI SANTA GIULIA B;CORRIDOR;PASSING;PUBLIC ROOM;3738;RECEPTION ROOM;STANDING;PUBLIC ROOM;196;270;;64;2;T0088;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0088;80;342;7;MARBLE;C;0;3;0;3;NO;NO;INSIDE
89;DOORWAY;NO;DOMUS DI SANTA GIULIA B;RECEPTION ROOM;STANDING;PUBLIC ROOM;585;CORRIDOR;PASSING;PUBLIC ROOM;3738;204;;38;3;T0089;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0089;50;239;;LIMESTONE;D;12;2;2;0;NO;NO;INSIDE
90;DOORWAY;NO;DOMUS DI SANTA GIULIA B;RECEPTION ROOM;STANDING;PUBLIC ROOM;585;RECEPTION ROOM;STANDING;PUBLIC ROOM;1512;112;;50;3;T0090;;G;;YES;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0090;515;35;;MARBLE;C;0;0;2;0;NO;NO;INSIDE
91;DOORWAY;NO;DOMUS DI SANTA GIULIA B;CORRIDOR;PASSING;PUBLIC ROOM;3738;RECEPTION ROOM;STANDING;PUBLIC ROOM;1512;146;;43;3;T0091;;G;;NO;n.a.;DOMUS DI SANTA GIULIA B;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BOTH;630;;;;;;;;;;T0091;57;188;;MARBLE;D;12;0;4;2;YES;NO;INSIDE
92;DOORWAY;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;856;PORTICUS;PASSING;PUBLIC ROOM;4339;126;;109;2;T0092;;G;;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0092;114;180;18;LIMESTONE;D;15;0;2;2;NO;NO;INSIDE
93;DOORWAY;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;856;STAIRWAY;PASSING;SERVICE ROOM;49;124;;65;3;T0093;;G;;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0093;86;172;;LIMESTONE;D;22;0;2;1;NO;NO;INSIDE
94;WINDOW;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;857;TRICLINIUM;STANDING;PUBLIC ROOM;2689;144;;68;3;T0094;;G;125;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0094;68;235;;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
95;WINDOW;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;857;RECEPTION ROOM;STANDING;PUBLIC ROOM;2184;135;;77;1;T0095;;G;125;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0095;77;145;;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
96;DOORWAY;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;884;RECEPTION ROOM;STANDING;PUBLIC ROOM;434;386;;44;2;T0096;;G;;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0096;58;415;;LIMESTONE;E;15;0;2;2;NO;NO;INSIDE
97;DOORWAY;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;884;CUBICULUM;STANDING;PRIVATE ROOM;1997;362;;56;1;T0097;;G;;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0097;69;379;;n.a.;C;0;2;1;0;NO;NO;INSIDE
98;DOORWAY;NO;DOMUS DI SANTA GIULIA C;PORTICUS;PASSING;PUBLIC ROOM;884;RECEPTION ROOM;STANDING;PUBLIC ROOM;2172;235;;42;2;T0098;;G;;NO;n.a.;DOMUS DI SANTA GIULIA C;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;925;;;;;;;;;;T0098;67;300;;LIMESTONE;D;25;0;1;1;NO;NO;INSIDE
99;DOORWAY;NO;DOMUS DI SANTA  GIULIA C1;CUBICULUM;STANDING;PRIVATE ROOM;1397;CUBICULUM;STANDING;PRIVATE ROOM;1268;98;;50;2;T0099;;G;;NO;n.a.;DOMUS DI SANTA  GIULIA C1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;487;;;;;;;;;;T0099;50;130;;LIMESTONE;C;0;2;2;0;NO;NO;INSIDE
100;DOORWAY;NO;DOMUS DI SANTA  GIULIA C1;SERVICE ROOM;STANDING;SERVICE ROOM;65;STORAGE CLOSET;STANDING;SERVICE ROOM;379;108;;63;2;T0100;;G;;NO;n.a.;DOMUS DI SANTA  GIULIA C1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;487;;;;;;;;;;T0100;63;108;;n.a.;C;0;0;0;0;NO;NO;INSIDE
101;DOORWAY;NO;DOMUS DI SANTA  GIULIA C1;CORRIDOR;PASSING;PUBLIC ROOM;1873;STORAGE CLOSET;STANDING;SERVICE ROOM;379;117;;26;2;T0101;;G;;NO;n.a.;DOMUS DI SANTA  GIULIA C1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;487;;;;;;;;;;T0101;26;117;;n.a.;C;0;0;2;0;NO;NO;INSIDE
102;DOORWAY;NO;DOMUS DI SANTA  GIULIA C1;CORRIDOR;PASSING;PUBLIC ROOM;2356;CORRIDOR;PASSING;PUBLIC ROOM;1838;89;;31;2;T0102;;G;;NO;n.a.;DOMUS DI SANTA  GIULIA C1;DOMUS;I-II AD;MIDDLE EMPIRE;BRESCIA;BIBLIO ARCHIVE;487;;;;;;;;;;T0102;47;118;;n.a.;C;0;0;2;0;NO;NO;INSIDE
103;DOORWAY;NO;DOMUS DEL CHIRURGO;TRICLINIUM;STANDING;PUBLIC ROOM;3004;CORRIDOR;PASSING;PUBLIC ROOM;2387;118;;38;2;T0103;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0103;44;1345;;LIMESTONE;D;6;0;2;0;NO;NO;INSIDE
104;DOORWAY;NO;DOMUS DEL CHIRURGO;CORRIDOR;PASSING;PUBLIC ROOM;2387;ENTRANCE;PASSING;PUBLIC ROOM;1601;167;;47;2;T0104;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0104;565;1835;;LIMESTONE;D;95;0;2;0;NO;NO;INSIDE
105;DOORWAY;NO;DOMUS DEL CHIRURGO;CORRIDOR;PASSING;PUBLIC ROOM;2387;CUBICULUM;STANDING;PRIVATE ROOM;136;109;;33;3;T0105;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0105;44;123;;LIMESTONE;D;11;0;2;0;NO;NO;INSIDE
106;DOORWAY;NO;DOMUS DEL CHIRURGO;TABERNA;STANDING;PUBLIC ROOM;1726;CUBICULUM;STANDING;PRIVATE ROOM;136;88;;32;3;T0106;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0106;43;88;;MARBLE;A;11;0;2;0;NO;NO;INSIDE
107;DOORWAY;NO;DOMUS DEL CHIRURGO;CORRIDOR;PASSING;PUBLIC ROOM;2387;TABERNA;STANDING;PUBLIC ROOM;1726;105;;35;3;T0107;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0107;475;112;;MARBLE;D;12;0;0;0;NO;NO;INSIDE
108;DOORWAY;NO;DOMUS DEL CHIRURGO;CORRIDOR;PASSING;PUBLIC ROOM;2387;RECEPTION ROOM;STANDING;PUBLIC ROOM;2309;115;;30;3;T0108;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0108;42;115;;LIMESTONE;A;12;0;2;0;NO;NO;INSIDE
109;DOORWAY;NO;DOMUS DEL CHIRURGO;ANTICHAMBER;STANDING;PUBLIC ROOM;426;LATRINA;STANDING;SERVICE ROOM;131;79;;34;2;T0109;;G;;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;T0109;34;79;;LIMESTONE;C;0;0;0;1;NO;NO;INSIDE
110;WINDOW;NO;DOMUS DEL CHIRURGO;CORRIDOR;PASSING;PUBLIC ROOM;2387;CUBICULUM;STANDING;PRIVATE ROOM;136;108;;46;3;;;G;92;NO;n.a.;DOMUS DEL CHIRURGO;DOMUS;II-III AD;MIDDLE EMPIRE;RIMINI;SURVEY;;;;;;;;;;;;;;;;;;;;;;;INSIDE
111;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;SERVICE ROOM;STANDING;SERVICE ROOM;3507;SERVICE ROOM;STANDING;SERVICE ROOM;241;118;205;60;4;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
112;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;STREET;PASSING;OPEN SPACES;;SERVICE ROOM;STANDING;SERVICE ROOM;3507;144;;60;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
113;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;STREET;PASSING;OPEN SPACES;;SERVICE ROOM;STANDING;SERVICE ROOM;3507;54;122;60;4;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
114;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;STREET;PASSING;OPEN SPACES;;SERVICE ROOM;STANDING;SERVICE ROOM;241;114;;60;3;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
115;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;SERVICE ROOM;STANDING;SERVICE ROOM;3507;SERVICE ROOM;STANDING;SERVICE ROOM;241;118;193;60;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
116;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;ALA;STANDING;PUBLIC ROOM;3674;SERVICE ROOM;STANDING;SERVICE ROOM;3507;148;218;64;4;;;G;;NO;C;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
117;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;CORRIDOR;PASSING;PUBLIC ROOM;385;CUBICULUM;STANDING;PRIVATE ROOM;1869;257;276;63;4;;;G;;NO;F;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
118;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;OECUS;STANDING;PUBLIC ROOM;5854;ALA;STANDING;PUBLIC ROOM;3674;147;218;63;4;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
119;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;OECUS;STANDING;PUBLIC ROOM;5854;COURT;STANDING;OPEN SPACES;4225;353;401;74;4;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
120;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;GARDEN;STANDING;OPEN SPACES;3369;COURT;STANDING;OPEN SPACES;4225;176;234;74;4;T0120;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;T0120;60;176;;LIMESTONE;C;0;0;0;0;NO;NO;OUTSIDE
121;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;COURT;STANDING;OPEN SPACES;4225;CORRIDOR;PASSING;PUBLIC ROOM;385;252;312;67;4;;;G;;NO;C;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
122;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;COURT;STANDING;OPEN SPACES;4225;CORRIDOR;PASSING;PUBLIC ROOM;385;284;296;67;3;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
123;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;COURT;STANDING;OPEN SPACES;4225;ALA;STANDING;PUBLIC ROOM;3674;100;160;58;4;;;G;123;NO;B;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
124;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;COURT;STANDING;OPEN SPACES;4225;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;235;227;56;4;;;G;85;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
125;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;CORRIDOR;PASSING;PUBLIC ROOM;385;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;110;242;71;4;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
126;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;CUBICULUM;STANDING;PRIVATE ROOM;1878;177;228;68;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
127;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  1;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;CUBICULUM;STANDING;PRIVATE ROOM;1878;190;197;63;4;;;G;122;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
128;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;CORRIDOR;PASSING;PUBLIC ROOM;385;ENTRANCE;PASSING;PUBLIC ROOM;206;261;278;64;4;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
129;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;STREET;PASSING;OPEN SPACES;;ENTRANCE;PASSING;PUBLIC ROOM;206;260;;70;4;T0129;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;T0129;73;262;47;LIMESTONE;E;19;0;0;0;NO;NO;OUTSIDE
130;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  1;CORRIDOR;PASSING;PUBLIC ROOM;385;CUBICULUM;STANDING;PRIVATE ROOM;1062;117;202;58;4;;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  1;CENTRAL COURT APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;943;;;;;;;;;;;;;;;;;;;;;;INSIDE
