"ThresholdSillHingeHoleId","IdThresholdSill","ThresholdSillHingeHoleDepth","ThresholdSillHingeHoleShape","ThresholdSillHingeHoleRadius","ThresholdSillHingeHoleWidth","ThresholdSillHingeHoleLength","ThresholdSillHingeMaterial","OpeningId","Type","PeculiarType","HouseId","BiggerAreaRoom","PassingStandingBiggerRoom","BiggerAreaRoomType","Bigger Area RoomM2","SmallerAreaRoom","PassingStandingSmallerRoom","SmallerAreaRoomType","SmallerAreaRoomM2","Width","Height","Length","LevelOfPreservation","IdThresholdSill:1","IdLintel","Floor","DistancefromGround","FrameTrace","LintelType","Facing","HouseId:1","HouseType","Date","Period","Town","DataMethod","TotalSquareMeter","IdThresholdSill:2","ThresholdSillLength","ThresholdSillWidth","ThresholdSillThickness","ThresholdSillMaterial","ThresholdSillType","ThresholdSillDoorstopWidth","ThresholdSillTenonHoleNumber","ThresholdSillHingeHoleNumber","ThresholdSillBoltHoleNumber","ThresholdSillShutterErosion","ThresholdSillFoldingDoorChannel","IdLintel:1","LintelLength","LintelWidth","LintelThickness","LintelMaterial","LintelDoorstopWidth","LintelTenonHoleNumber","LintelHingeHoleNumber","LintelBoltHoleNumber"
"L1HT0074","T0074",1.5,"ROUND",3,NA,NA,"NO TRACE",74,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"RECEPTION ROOM","STANDING","PUBLIC ROOM",11.66,90,NA,39,3,"T0074",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0074",77,1215,NA,"MARBLE","D",10,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0074","T0074",1.5,"ROUND",3,NA,NA,"NO TRACE",74,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"RECEPTION ROOM","STANDING","PUBLIC ROOM",11.66,90,NA,39,3,"T0074",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0074",77,1215,NA,"MARBLE","D",10,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0075","T0075",0.5,"ROUND",2,NA,NA,"NO TRACE",75,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"STAIRWAY","PASSING","SERVICE ROOM",3.54,77,NA,38,1,"T0075",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0075",38,84,NA,"OTHER STONE","A",8,0,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0076","T0076",2,"ROUND",3,NA,NA,"NO TRACE",76,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"CUBICULUM","STANDING","PRIVATE ROOM",4.87,59,NA,25,3,"T0076",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0076",35,59,8,"MARBLE","A",10,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT0076","T0076",0.5,"ROUND",2,NA,NA,"NO TRACE",76,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"CUBICULUM","STANDING","PRIVATE ROOM",4.87,59,NA,25,3,"T0076",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0076",35,59,8,"MARBLE","A",10,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0076","T0076",2,"ROUND",3,NA,NA,"NO TRACE",76,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"CUBICULUM","STANDING","PRIVATE ROOM",4.87,59,NA,25,3,"T0076",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0076",35,59,8,"MARBLE","A",10,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT0076","T0076",0.5,"ROUND",2,NA,NA,"NO TRACE",76,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"CUBICULUM","STANDING","PRIVATE ROOM",4.87,59,NA,25,3,"T0076",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0076",35,59,8,"MARBLE","A",10,0,4,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0077","T0077",0.5,"ROUND",2,NA,NA,"NO TRACE",77,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"KITCHEN","STANDING","SERVICE ROOM",2.37,67,NA,28,3,"T0077",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0077",34,81,NA,"MARBLE","D",6,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT0077","T0077",0.5,"ROUND",2.25,NA,NA,"NO TRACE",77,"DOORWAY","NO","DOMUS DI DIONISO 1","UNKNOWN ROOM","STANDING","UNKNOWN ROOM",17.86,"KITCHEN","STANDING","SERVICE ROOM",2.37,67,NA,28,3,"T0077",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0077",34,81,NA,"MARBLE","D",6,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0078","T0078",1.5,"ROUND",2.5,NA,NA,"NO TRACE",78,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"TRICLINIUM","STANDING","PUBLIC ROOM",17.08,80,NA,40,3,"T0078",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0078",51,105,NA,"MARBLE","D",9,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0078","T0078",1.5,"ROUND",2.5,NA,NA,"NO TRACE",78,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"TRICLINIUM","STANDING","PUBLIC ROOM",17.08,80,NA,40,3,"T0078",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0078",51,105,NA,"MARBLE","D",9,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT0078","T0078",1.5,"ROUND",2.5,NA,NA,"NO TRACE",78,"DOORWAY","NO","DOMUS DI DIONISO 1","COURT","STANDING","OPEN SPACES",35.21,"TRICLINIUM","STANDING","PUBLIC ROOM",17.08,80,NA,40,3,"T0078",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI DIONISO 1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","SURVEY",300,"T0078",51,105,NA,"MARBLE","D",9,0,3,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0083","T0083",NA,"ROUND",2.5,NA,NA,"NO TRACE",83,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","PORTICUS","PASSING","PUBLIC ROOM",67.06,"UNKNOWN ROOM","STANDING","UNKNOWN ROOM",11.89,95,NA,60,1,"T0083",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0083",60,95,NA,NA,"C",0,1,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0088","T0088",NA,"ROUND",2.5,NA,NA,"NO TRACE",88,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",19.6,270,NA,64,2,"T0088",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0088",80,342,7,"MARBLE","C",0,3,0,3,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0088","T0088",NA,"ROUND",2.5,NA,NA,"NO TRACE",88,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",19.6,270,NA,64,2,"T0088",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0088",80,342,7,"MARBLE","C",0,3,0,3,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0089","T0089",0.5,"ROUND",3,NA,NA,"NO TRACE",89,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","RECEPTION ROOM","STANDING","PUBLIC ROOM",58.5,"CORRIDOR","PASSING","PUBLIC ROOM",37.38,204,NA,38,3,"T0089",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0089",50,239,NA,"LIMESTONE","D",12,2,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0089","T0089",1,"ROUND",2.75,NA,NA,"NO TRACE",89,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","RECEPTION ROOM","STANDING","PUBLIC ROOM",58.5,"CORRIDOR","PASSING","PUBLIC ROOM",37.38,204,NA,38,3,"T0089",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0089",50,239,NA,"LIMESTONE","D",12,2,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0090","T0090",0.5,"ROUND",2.5,NA,NA,"NO TRACE",90,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","RECEPTION ROOM","STANDING","PUBLIC ROOM",58.5,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,112,NA,50,3,"T0090",NA,"G",NA,"YES",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0090",515,35,NA,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT0090","T0090",0.5,"ROUND",2.5,NA,NA,"NO TRACE",90,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","RECEPTION ROOM","STANDING","PUBLIC ROOM",58.5,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,112,NA,50,3,"T0090",NA,"G",NA,"YES",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0090",515,35,NA,"MARBLE","C",0,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0091","T0091",0.5,"ROUND",2.5,NA,NA,"NO TRACE",91,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,146,NA,43,3,"T0091",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0091",57,188,NA,"MARBLE","D",12,0,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT0091","T0091",0.5,"ROUND",2.75,NA,NA,"NO TRACE",91,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,146,NA,43,3,"T0091",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0091",57,188,NA,"MARBLE","D",12,0,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0091","T0091",0.5,"ROUND",2.5,NA,NA,"NO TRACE",91,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,146,NA,43,3,"T0091",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0091",57,188,NA,"MARBLE","D",12,0,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT0091","T0091",0.5,"ROUND",3,NA,NA,"NO TRACE",91,"DOORWAY","NO","DOMUS DI SANTA GIULIA B","CORRIDOR","PASSING","PUBLIC ROOM",37.38,"RECEPTION ROOM","STANDING","PUBLIC ROOM",15.12,146,NA,43,3,"T0091",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA B","DOMUS","II-IV AD","LATE EMPIRE","BRESCIA","BOTH",630,"T0091",57,188,NA,"MARBLE","D",12,0,4,2,"YES","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0092","T0092",NA,"ROUND",3,NA,NA,"NO TRACE",92,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",85.6,"PORTICUS","PASSING","PUBLIC ROOM",43.39,126,NA,109,2,"T0092",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0092",114,180,18,"LIMESTONE","D",15,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0092","T0092",NA,"ROUND",3,NA,NA,"NO TRACE",92,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",85.6,"PORTICUS","PASSING","PUBLIC ROOM",43.39,126,NA,109,2,"T0092",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0092",114,180,18,"LIMESTONE","D",15,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0093","T0093",NA,"SQUARED",NA,10,10,"BRONZE",93,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",85.6,"STAIRWAY","PASSING","SERVICE ROOM",4.9,124,NA,65,3,"T0093",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0093",86,172,NA,"LIMESTONE","D",22,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0093","T0093",NA,"SQUARED",NA,10,10,"IRON",93,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",85.6,"STAIRWAY","PASSING","SERVICE ROOM",4.9,124,NA,65,3,"T0093",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0093",86,172,NA,"LIMESTONE","D",22,0,2,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0096","T0096",NA,"SQUARED",NA,4,3.5,"NO TRACE",96,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",88.4,"RECEPTION ROOM","STANDING","PUBLIC ROOM",43.4,386,NA,44,2,"T0096",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0096",58,415,NA,"LIMESTONE","E",15,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R2HT0096","T0096",NA,"ROUND",3,NA,NA,"NO TRACE",96,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",88.4,"RECEPTION ROOM","STANDING","PUBLIC ROOM",43.4,386,NA,44,2,"T0096",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0096",58,415,NA,"LIMESTONE","E",15,0,2,2,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0097","T0097",NA,"SQUARED",NA,10,10,"LEAD",97,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",88.4,"CUBICULUM","STANDING","PRIVATE ROOM",19.97,362,NA,56,1,"T0097",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0097",69,379,NA,NA,"C",0,2,1,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0098","T0098",NA,"SQUARED",NA,10,10,"IRON",98,"DOORWAY","NO","DOMUS DI SANTA GIULIA C","PORTICUS","PASSING","PUBLIC ROOM",88.4,"RECEPTION ROOM","STANDING","PUBLIC ROOM",21.72,235,NA,42,2,"T0098",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA GIULIA C","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",925,"T0098",67,300,NA,"LIMESTONE","D",25,0,1,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0099","T0099",NA,"ROUND",2,NA,NA,"NO TRACE",99,"DOORWAY","NO","DOMUS DI SANTA  GIULIA C1","CUBICULUM","STANDING","PRIVATE ROOM",13.97,"CUBICULUM","STANDING","PRIVATE ROOM",12.68,98,NA,50,2,"T0099",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA  GIULIA C1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",487,"T0099",50,130,NA,"LIMESTONE","C",0,2,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0099","T0099",NA,"ROUND",2,NA,NA,"NO TRACE",99,"DOORWAY","NO","DOMUS DI SANTA  GIULIA C1","CUBICULUM","STANDING","PRIVATE ROOM",13.97,"CUBICULUM","STANDING","PRIVATE ROOM",12.68,98,NA,50,2,"T0099",NA,"G",NA,"NO",NA,"INSIDE","DOMUS DI SANTA  GIULIA C1","DOMUS","I-II AD","MIDDLE EMPIRE","BRESCIA","BILIO ARCHIVE",487,"T0099",50,130,NA,"LIMESTONE","C",0,2,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0103","T0103",NA,"SQUARED",NA,5,4,"IRON",103,"DOORWAY","NO","DOMUS DEL CHIRURGO","TRICLINIUM","STANDING","PUBLIC ROOM",30.04,"CORRIDOR","PASSING","PUBLIC ROOM",23.87,118,NA,38,2,"T0103",NA,"G",NA,"NO",NA,"OUTSIDE
","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0103",44,1345,NA,"LIMESTONE","D",6,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0103","T0103",NA,"SQUARED",1.5,6,5,"IRON",103,"DOORWAY","NO","DOMUS DEL CHIRURGO","TRICLINIUM","STANDING","PUBLIC ROOM",30.04,"CORRIDOR","PASSING","PUBLIC ROOM",23.87,118,NA,38,2,"T0103",NA,"G",NA,"NO",NA,"OUTSIDE
","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0103",44,1345,NA,"LIMESTONE","D",6,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0104","T0104",NA,"SQUARED",2,7.5,6,"IRON AND BRONZE",104,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"ENTRANCE","PASSING","PUBLIC ROOM",16.01,167,NA,47,2,"T0104",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0104",565,1835,NA,"LIMESTONE","D",9,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0104","T0104",NA,"SQUARED",2,7,7,"IRON AND BRONZE",104,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"ENTRANCE","PASSING","PUBLIC ROOM",16.01,167,NA,47,2,"T0104",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0104",565,1835,NA,"LIMESTONE","D",9,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0105","T0105",NA,"SQUARED",2,6,6,"BRONZE",105,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"CUBICULUM","STANDING","PRIVATE ROOM",13.6,109,NA,33,3,"T0105",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0105",44,123,NA,"LIMESTONE","D",11,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0105","T0105",NA,"SQUARED",2,6,6,"BRONZE",105,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"CUBICULUM","STANDING","PRIVATE ROOM",13.6,109,NA,33,3,"T0105",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0105",44,123,NA,"LIMESTONE","D",11,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0106","T0106",NA,"SQUARED",2,6,6,"BRONZE",106,"DOORWAY","NO","DOMUS DEL CHIRURGO","TABERNA","STANDING","PUBLIC ROOM",17.26,"CUBICULUM","STANDING","PRIVATE ROOM",13.6,88,NA,32,3,"T0106",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0106",43,88,NA,"MARBLE","A",11,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0106","T0106",NA,"SQUARED",2,6,6,"BRONZE",106,"DOORWAY","NO","DOMUS DEL CHIRURGO","TABERNA","STANDING","PUBLIC ROOM",17.26,"CUBICULUM","STANDING","PRIVATE ROOM",13.6,88,NA,32,3,"T0106",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0106",43,88,NA,"MARBLE","A",11,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0108","T0108",1,"SQUARED",NA,11,7,"NO TRACE",108,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"RECEPTION ROOM","STANDING","PUBLIC ROOM",23.09,115,NA,30,3,"T0108",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0108",42,115,NA,"LIMESTONE","A",12,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0108","T0108",1,"SQUARED",NA,9.5,6,"NO TRACE",108,"DOORWAY","NO","DOMUS DEL CHIRURGO","CORRIDOR","PASSING","PUBLIC ROOM",23.87,"RECEPTION ROOM","STANDING","PUBLIC ROOM",23.09,115,NA,30,3,"T0108",NA,"G",NA,"NO",NA,"OUTSIDE","DOMUS DEL CHIRURGO","DOMUS","II-III AD","MIDDLE EMPIRE","RIMINI","SURVEY",NA,"T0108",42,115,NA,"LIMESTONE","A",12,0,2,0,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1HT0136","T0136",0.5,"ROUND",2.5,NA,NA,"NO TRACE",136,"DOORWAY","NO","DOMUS DI GIOVE E GANIMEDE  1","STREET","PASSING","OPEN SPACES",NA,"STAIRWAY","PASSING","SERVICE ROOM",12.03,136,310,66,5,"T0136",NA,"G",NA,"YES","E","OUTSIDE","DOMUS DI GIOVE E GANIMEDE  1","CENTRAL COURT APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","BOTH",943,"T0136",59,154,29,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"L2HT0136","T0136",2,"ROUND",2.5,NA,NA,"NO TRACE",136,"DOORWAY","NO","DOMUS DI GIOVE E GANIMEDE  1","STREET","PASSING","OPEN SPACES",NA,"STAIRWAY","PASSING","SERVICE ROOM",12.03,136,310,66,5,"T0136",NA,"G",NA,"YES","E","OUTSIDE","DOMUS DI GIOVE E GANIMEDE  1","CENTRAL COURT APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","BOTH",943,"T0136",59,154,29,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0136","T0136",2,"ROUND",3.15,NA,NA,"NO TRACE",136,"DOORWAY","NO","DOMUS DI GIOVE E GANIMEDE  1","STREET","PASSING","OPEN SPACES",NA,"STAIRWAY","PASSING","SERVICE ROOM",12.03,136,310,66,5,"T0136",NA,"G",NA,"YES","E","OUTSIDE","DOMUS DI GIOVE E GANIMEDE  1","CENTRAL COURT APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","BOTH",943,"T0136",59,154,29,"LIMESTONE","D",8,0,3,1,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1HT0434","T0434",NA,"ROUND",3,NA,NA,"NO TRACE",434,"DOORWAY","NO","CASEGGIATO DI  DIANA  1","CORRIDOR","PASSING","PUBLIC ROOM",31.13,"CUBICULUM","STANDING","PRIVATE ROOM",13.51,156,NA,56,3,"T0434",NA,"1",NA,"NO",NA,"INSIDE","CASEGGIATO DI  DIANA  1","CENTRAL COURT APARTMENT","II AD","MIDDLE EMPIRE","OSTIA","BOTH",1751,"T0434",34,155,NA,"LIMESTONE","A",10,0,1,4,"NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
