OpeningId,Type,PeculiarType,HouseId,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Facing,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Length,LevelOfPreservation,IdThresholdSill,IdLintel,Floor,DistancefromGround,FrameTrace,LintelType,HouseType,Date,Period,Town,DataMethod,TotalSquareMeter,IdThresholdSill:1,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel
75,DOORWAY,NO,DOMUS DI DIONISO 1,COURT,STANDING,OPEN SPACES,OUTSIDE,35.21,STAIRWAY,PASSING,SERVICE ROOM,3.54,77,,38,1,T0075,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,T0075,38,84,,OTHER STONE,A,8,0,1,0,NO,NO
76,DOORWAY,NO,DOMUS DI DIONISO 1,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,INSIDE,17.86,CUBICULUM,STANDING,PRIVATE ROOM,4.87,59,,25,3,T0076,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,T0076,35,59,8,MARBLE,A,10,0,4,0,NO,NO
77,DOORWAY,NO,DOMUS DI DIONISO 1,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,INSIDE,17.86,KITCHEN,STANDING,SERVICE ROOM,2.37,67,,28,3,T0077,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,T0077,34,81,,MARBLE,D,6,0,2,0,NO,NO
78,DOORWAY,NO,DOMUS DI DIONISO 1,COURT,STANDING,OPEN SPACES,OUTSIDE,35.21,TRICLINIUM,STANDING,PUBLIC ROOM,17.08,80,,40,3,T0078,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,T0078,51,105,,MARBLE,D,95,0,3,0,NO,NO
79,DOORWAY,NO,DOMUS DI DIONISO 1,COURT,STANDING,OPEN SPACES,OUTSIDE,35.21,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.69,98,,35,2,T0079,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,T0079,181,198,10,LIMESTONE,A,9,0,1,0,NO,NO
80,WINDOW,NO,DOMUS DI DIONISO 1,COURT,STANDING,OPEN SPACES,OUTSIDE,35.21,RECEPTION ROOM,STANDING,PUBLIC ROOM,11.66,111,,39,2,,,G,96,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,,,,,,,,,,,,
81,WINDOW,NO,DOMUS DI DIONISO 1,COURT,STANDING,OPEN SPACES,OUTSIDE,35.21,TRICLINIUM,STANDING,PUBLIC ROOM,17.08,115,,46,2,,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SURVEY,300,,,,,,,,,,,,
82,DOORWAY,NO,DOMUS DI SANTA GIULIA B,ENTRANCE,PASSING,PUBLIC ROOM,INSIDE,26,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,11.89,105,,45,1,T0082,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0082,48,106,14,LIMESTONE,C,0,0,0,0,NO,NO
83,DOORWAY,NO,DOMUS DI SANTA GIULIA B,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,67.06,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,11.89,95,,60,1,T0083,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0083,60,95,,,C,0,1,1,0,NO,NO
84,DOORWAY,NO,DOMUS DI SANTA GIULIA B,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,67.06,ENTRANCE,PASSING,PUBLIC ROOM,26,408,,63,2,T0084,,G,,YES,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0084,63,408,13,MARBLE,C,0,2,0,0,NO,YES
85,DOORWAY,NO,DOMUS DI SANTA GIULIA B,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,67.06,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,36,98,,57,1,,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,,,,,,,,,,,,
86,DOORWAY,NO,DOMUS DI SANTA GIULIA B,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,67.06,CORRIDOR,PASSING,PUBLIC ROOM,37.38,219,,40,1,,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,,,,,,,,,,,,
87,DOORWAY,NO,DOMUS DI SANTA GIULIA B,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,67.06,CORRIDOR,PASSING,PUBLIC ROOM,37.38,244,,40,1,,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,,,,,,,,,,,,
88,DOORWAY,NO,DOMUS DI SANTA GIULIA B,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.38,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.6,270,,64,2,T0088,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0088,80,342,7,MARBLE,C,0,3,0,3,NO,NO
89,DOORWAY,NO,DOMUS DI SANTA GIULIA B,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,58.5,CORRIDOR,PASSING,PUBLIC ROOM,37.38,204,,38,3,T0089,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0089,50,239,,LIMESTONE,D,12,2,2,0,NO,NO
90,DOORWAY,NO,DOMUS DI SANTA GIULIA B,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,58.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.12,112,,50,3,T0090,,G,,YES,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0090,515,35,,MARBLE,C,0,0,2,0,NO,NO
91,DOORWAY,NO,DOMUS DI SANTA GIULIA B,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,37.38,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.12,146,,43,3,T0091,,G,,NO,,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,BOTH,630,T0091,57,188,,MARBLE,D,12,0,4,2,YES,NO
92,DOORWAY,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,85.6,PORTICUS,PASSING,PUBLIC ROOM,43.39,126,,109,2,T0092,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0092,114,180,18,LIMESTONE,D,15,0,2,2,NO,NO
93,DOORWAY,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,85.6,STAIRWAY,PASSING,SERVICE ROOM,4.9,124,,65,3,T0093,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0093,86,172,,LIMESTONE,D,22,0,2,1,NO,NO
94,WINDOW,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,85.7,TRICLINIUM,STANDING,PUBLIC ROOM,26.89,144,,68,3,T0094,,G,125,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0094,68,235,,LIMESTONE,C,0,0,0,0,NO,NO
95,WINDOW,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,85.7,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.84,135,,77,1,T0095,,G,125,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0095,77,145,,LIMESTONE,C,0,0,0,0,NO,NO
96,DOORWAY,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,88.4,RECEPTION ROOM,STANDING,PUBLIC ROOM,43.4,386,,44,2,T0096,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0096,58,415,,LIMESTONE,E,15,0,2,2,NO,NO
97,DOORWAY,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,88.4,CUBICULUM,STANDING,PRIVATE ROOM,19.97,362,,56,1,T0097,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0097,69,379,,,C,0,2,1,0,NO,NO
98,DOORWAY,NO,DOMUS DI SANTA GIULIA C,PORTICUS,PASSING,PUBLIC ROOM,INSIDE,88.4,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.72,235,,42,2,T0098,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,925,T0098,67,300,,LIMESTONE,D,25,0,1,1,NO,NO
99,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,13.97,CUBICULUM,STANDING,PRIVATE ROOM,12.68,98,,50,2,T0099,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,487,T0099,50,130,,LIMESTONE,C,0,2,2,0,NO,NO
100,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,6.5,STORAGE CLOSET,STANDING,SERVICE ROOM,3.79,108,,63,2,T0100,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,487,T0100,63,108,,,C,0,0,0,0,NO,NO
101,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,18.73,STORAGE CLOSET,STANDING,SERVICE ROOM,3.79,117,,26,2,T0101,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,487,T0101,26,117,,,C,0,0,2,0,NO,NO
102,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.56,CORRIDOR,PASSING,PUBLIC ROOM,18.38,89,,31,2,T0102,,G,,NO,,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,BILIO ARCHIVE,487,T0102,47,118,,,C,0,0,2,0,NO,NO
103,DOORWAY,NO,DOMUS DEL CHIRURGO,TRICLINIUM,STANDING,PUBLIC ROOM,INSIDE,30.04,CORRIDOR,PASSING,PUBLIC ROOM,23.87,118,,38,2,T0103,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0103,44,1345,,LIMESTONE,D,6,0,2,0,NO,NO
104,DOORWAY,NO,DOMUS DEL CHIRURGO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.87,ENTRANCE,PASSING,PUBLIC ROOM,16.01,167,,47,2,T0104,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0104,565,1835,,LIMESTONE,D,95,0,2,0,NO,NO
105,DOORWAY,NO,DOMUS DEL CHIRURGO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.87,CUBICULUM,STANDING,PRIVATE ROOM,13.6,109,,33,3,T0105,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0105,44,123,,LIMESTONE,D,11,0,2,0,NO,NO
106,DOORWAY,NO,DOMUS DEL CHIRURGO,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,17.26,CUBICULUM,STANDING,PRIVATE ROOM,13.6,88,,32,3,T0106,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0106,43,88,,MARBLE,A,11,0,2,0,NO,NO
107,DOORWAY,NO,DOMUS DEL CHIRURGO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.87,TABERNA,STANDING,PUBLIC ROOM,17.26,105,,35,3,T0107,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0107,475,112,,MARBLE,D,12,0,0,0,NO,NO
108,DOORWAY,NO,DOMUS DEL CHIRURGO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.87,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.09,115,,30,3,T0108,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0108,42,115,,LIMESTONE,A,12,0,2,0,NO,NO
109,DOORWAY,NO,DOMUS DEL CHIRURGO,ANTICHAMBER,STANDING,PUBLIC ROOM,INSIDE,4.26,LATRINA,STANDING,SERVICE ROOM,1.31,79,,34,2,T0109,,G,,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,T0109,34,79,,LIMESTONE,C,0,0,0,1,NO,NO
110,WINDOW,NO,DOMUS DEL CHIRURGO,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,23.87,CUBICULUM,STANDING,PRIVATE ROOM,13.6,108,,46,3,,,G,92,NO,,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,SURVEY,,,,,,,,,,,,,
111,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,35.07,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,118,205,60,4,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
112,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,144,,60,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
113,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,54,122,60,4,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
114,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,114,,60,3,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
115,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,SERVICE ROOM,STANDING,SERVICE ROOM,INSIDE,35.07,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,118,193,60,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
116,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,ALA,STANDING,PUBLIC ROOM,INSIDE,36.74,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,148,218,64,4,,,G,,NO,C,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
117,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,38.5,CUBICULUM,STANDING,PRIVATE ROOM,18.69,257,276,63,4,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
118,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,OECUS,STANDING,PUBLIC ROOM,INSIDE,58.54,ALA,STANDING,PUBLIC ROOM,36.74,147,218,63,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
119,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,OECUS,STANDING,PUBLIC ROOM,OUTSIDE,58.54,COURT,STANDING,OPEN SPACES,42.25,353,401,74,4,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
120,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,GARDEN,STANDING,OPEN SPACES,OUTSIDE,336.9,COURT,STANDING,OPEN SPACES,42.25,176,234,74,4,T0120,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0120,60,176,,LIMESTONE,C,0,0,0,0,NO,NO
121,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,252,312,67,4,,,G,,NO,C,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
122,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,284,296,67,3,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
123,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,ALA,STANDING,PUBLIC ROOM,36.74,100,160,58,4,,,G,123,NO,B,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
124,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,235,227,56,4,,,G,85,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
125,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,38.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,110,242,71,4,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
126,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,22.45,CUBICULUM,STANDING,PRIVATE ROOM,18.78,177,228,68,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
127,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,RECEPTION ROOM,STANDING,PUBLIC ROOM,INSIDE,22.45,CUBICULUM,STANDING,PRIVATE ROOM,18.78,190,197,63,4,,,G,122,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
128,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,38.5,ENTRANCE,PASSING,PUBLIC ROOM,20.6,261,278,64,4,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
129,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,20.6,260,,70,4,T0129,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0129,73,262,47,LIMESTONE,E,19,0,0,0,NO,NO
130,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,38.5,CUBICULUM,STANDING,PRIVATE ROOM,10.62,117,202,58,4,,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
131,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CUBICULUM,STANDING,PRIVATE ROOM,INSIDE,10.62,CUBICULUM,STANDING,PRIVATE ROOM,8.7,90,,63,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
132,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,CUBICULUM,STANDING,PRIVATE ROOM,8.7,79,,67,4,,,G,161,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
133,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,38.96,ENTRANCE,PASSING,PUBLIC ROOM,13.49,118,186,72,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
134,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,TABERNA,STANDING,PUBLIC ROOM,OUTSIDE,38.96,ENTRANCE,PASSING,PUBLIC ROOM,13.49,113,185,72,4,T0134,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0134,52,130,,LIMESTONE,D,15,0,0,0,NO,NO
135,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,13.49,147,261,70,5,T0135,,G,,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0135,65,141,,LIMESTONE,D,23,0,0,0,NO,NO
136,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,STAIRWAY,PASSING,SERVICE ROOM,12.03,136,310,66,5,T0136,,G,,YES,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0136,59,154,29,LIMESTONE,D,85,0,3,1,NO,NO
137,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,38.96,294,,67,4,T0137,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0137,71,172,36,LIMESTONE,F,15,0,0,0,NO,YES
138,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,38.96,298,,60,5,T0138,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,T0138,67,275,,LIMESTONE,F,15,0,0,0,NO,YES
139,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,TABERNA,STANDING,PUBLIC ROOM,38.96,75,93,60,5,,,G,217,NO,D,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
140,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CORRIDOR,PASSING,PUBLIC ROOM,INSIDE,38.5,ENTRANCE,PASSING,PUBLIC ROOM,13.49,147,,71,3,,,G,,NO,F,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
141,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,STREET,PASSING,OPEN SPACES,OUTSIDE,,ENTRANCE,PASSING,PUBLIC ROOM,13.49,,65,60,5,,,G,306,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
142,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,OECUS,STANDING,PUBLIC ROOM,OUTSIDE,58.54,COURT,STANDING,OPEN SPACES,42.25,134,,67,3,,,G,490,NO,A,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
143,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,OECUS,STANDING,PUBLIC ROOM,OUTSIDE,58.54,COURT,STANDING,OPEN SPACES,42.25,156,,67,3,,,G,490,NO,A,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
144,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,OECUS,STANDING,PUBLIC ROOM,OUTSIDE,58.54,COURT,STANDING,OPEN SPACES,42.25,134,,67,3,,,G,490,NO,A,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
145,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,ALA,STANDING,PUBLIC ROOM,36.74,90,171,67,4,,,1,133,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
146,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,107,,67,3,,,1,180,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
147,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,126,171,67,4,,,1,180,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
148,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,113,,67,3,,,1,180,NO,A,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
149,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,134,171,67,3,,,1,180,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
150,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,COURT,STANDING,OPEN SPACES,OUTSIDE,42.25,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,195,210,67,4,,,G,408,NO,E,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
151,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,GARDEN,STANDING,OPEN SPACES,OUTSIDE,336.9,COURT,STANDING,OPEN SPACES,42.25,410,,67,3,,,G,,NO,,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,943,,,,,,,,,,,,
