OpeningId,Type,PeculiarType,HouseId,HouseType,Date,Period,Town,BiggerAreaRoom,PassingStandingBiggerRoom,BiggerAreaRoomType,Bigger Area RoomM2,SmallerAreaRoom,PassingStandingSmallerRoom,SmallerAreaRoomType,SmallerAreaRoomM2,Width,Height,Facing,Floor,DistancefromGround,IdThresholdSill,ThresholdSillLength,ThresholdSillWidth,ThresholdSillThickness,ThresholdSillMaterial,ThresholdSillType,ThresholdSillDoorstopWidth,ThresholdSillTenonHoleNumber,ThresholdSillHingeHoleNumber,ThresholdSillBoltHoleNumber,ThresholdSillShutterErosion,ThresholdSillFoldingDoorChannel,FrameTrace,LintelType,IdLintel,LintelLength,LintelWidth,LintelThickness,LintelMaterial,LintelDoorstopWidth,LintelTenonHoleNumber,LintelHingeHoleNumber,LintelBoltHoleNumber
77,DOORWAY,NO,DOMUS DI DIONISO 1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,17.86,KITCHEN,STANDING,SERVICE ROOM,2.37,67,,INSIDE,G,,T0077,34,81,,MARBLE,D,6,0,2,0,NO,NO,NO,,,,,,,,,,
78,DOORWAY,NO,DOMUS DI DIONISO 1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,COURT,STANDING,OPEN SPACES,35.21,TRICLINIUM,STANDING,PUBLIC ROOM,17.08,80,,INSIDE,G,,T0078,51,105,,MARBLE,D,95,0,3,0,NO,NO,NO,,,,,,,,,,
79,DOORWAY,NO,DOMUS DI DIONISO 1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,COURT,STANDING,OPEN SPACES,35.21,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.69,98,,INSIDE,G,,T0079,181,198,10,LIMESTONE,A,9,0,1,0,NO,NO,NO,,,,,,,,,,
80,WINDOW,NO,DOMUS DI DIONISO 1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,COURT,STANDING,OPEN SPACES,35.21,RECEPTION ROOM,STANDING,PUBLIC ROOM,11.66,111,,INSIDE,G,96,,,,,,,,,,,,,NO,,,,,,,,,,
81,WINDOW,NO,DOMUS DI DIONISO 1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,COURT,STANDING,OPEN SPACES,35.21,TRICLINIUM,STANDING,PUBLIC ROOM,17.08,115,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
82,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,ENTRANCE,PASSING,PUBLIC ROOM,26,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,11.89,105,,INSIDE,G,,T0082,48,106,14,LIMESTONE,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
83,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,67.06,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,11.89,95,,INSIDE,G,,T0083,60,95,,,C,0,1,1,0,NO,NO,NO,,,,,,,,,,
84,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,67.06,ENTRANCE,PASSING,PUBLIC ROOM,26,408,,INSIDE,G,,T0084,63,408,13,MARBLE,C,0,2,0,0,NO,YES,YES,,,,,,,,,,
85,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,67.06,UNKNOWN ROOM,STANDING,UNKNOWN ROOM,36,98,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
86,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,67.06,CORRIDOR,PASSING,PUBLIC ROOM,37.38,219,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
87,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,67.06,CORRIDOR,PASSING,PUBLIC ROOM,37.38,244,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
88,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,CORRIDOR,PASSING,PUBLIC ROOM,37.38,RECEPTION ROOM,STANDING,PUBLIC ROOM,19.6,270,,INSIDE,G,,T0088,80,342,7,MARBLE,C,0,3,0,3,NO,NO,NO,,,,,,,,,,
89,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,58.5,CORRIDOR,PASSING,PUBLIC ROOM,37.38,204,,INSIDE,G,,T0089,50,239,,LIMESTONE,D,12,2,2,0,NO,NO,NO,,,,,,,,,,
90,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,58.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.12,112,,INSIDE,G,,T0090,515,35,,MARBLE,C,0,0,2,0,NO,NO,YES,,,,,,,,,,
91,DOORWAY,NO,DOMUS DI SANTA GIULIA B,DOMUS,II-IV AD,LATE EMPIRE,BRESCIA,CORRIDOR,PASSING,PUBLIC ROOM,37.38,RECEPTION ROOM,STANDING,PUBLIC ROOM,15.12,146,,INSIDE,G,,T0091,57,188,,MARBLE,D,12,0,4,2,YES,NO,NO,,,,,,,,,,
92,DOORWAY,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,85.6,PORTICUS,PASSING,PUBLIC ROOM,43.39,126,,OUTSIDE,G,,T0092,114,180,18,LIMESTONE,D,15,0,2,2,NO,NO,NO,,,,,,,,,,
93,DOORWAY,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,85.6,STAIRWAY,PASSING,SERVICE ROOM,4.9,124,,INSIDE,G,,T0093,86,172,,LIMESTONE,D,22,0,2,1,NO,NO,NO,,,,,,,,,,
94,WINDOW,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,85.7,TRICLINIUM,STANDING,PUBLIC ROOM,26.89,144,,INSIDE,G,125,T0094,68,235,,LIMESTONE,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
95,WINDOW,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,85.7,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.84,135,,INSIDE,G,125,T0095,77,145,,LIMESTONE,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
96,DOORWAY,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,88.4,RECEPTION ROOM,STANDING,PUBLIC ROOM,43.4,386,,INSIDE,G,,T0096,58,415,,LIMESTONE,E,15,0,2,2,NO,NO,NO,,,,,,,,,,
97,DOORWAY,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,88.4,CUBICULUM,STANDING,PRIVATE ROOM,19.97,362,,INSIDE,G,,T0097,69,379,,,C,0,2,1,0,NO,NO,NO,,,,,,,,,,
98,DOORWAY,NO,DOMUS DI SANTA GIULIA C,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,PORTICUS,PASSING,PUBLIC ROOM,88.4,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.72,235,,INSIDE,G,,T0098,67,300,,LIMESTONE,D,25,0,1,1,NO,NO,NO,,,,,,,,,,
99,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,CUBICULUM,STANDING,PRIVATE ROOM,13.97,CUBICULUM,STANDING,PRIVATE ROOM,12.68,98,,INSIDE,G,,T0099,50,130,,LIMESTONE,C,0,2,2,0,NO,NO,NO,,,,,,,,,,
100,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,SERVICE ROOM,STANDING,SERVICE ROOM,6.5,STORAGE CLOSET,STANDING,SERVICE ROOM,3.79,108,,INSIDE,G,,T0100,63,108,,,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
101,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,CORRIDOR,PASSING,PUBLIC ROOM,18.73,STORAGE CLOSET,STANDING,SERVICE ROOM,3.79,117,,INSIDE,G,,T0101,26,117,,,C,0,0,2,0,NO,NO,NO,,,,,,,,,,
102,DOORWAY,NO,DOMUS DI SANTA  GIULIA C1,DOMUS,I-II AD,MIDDLE EMPIRE,BRESCIA,CORRIDOR,PASSING,PUBLIC ROOM,23.56,CORRIDOR,PASSING,PUBLIC ROOM,18.38,89,,OUTSIDE,G,,T0102,47,118,,,C,0,0,2,0,NO,NO,NO,,,,,,,,,,
103,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,TRICLINIUM,STANDING,PUBLIC ROOM,30.04,CORRIDOR,PASSING,PUBLIC ROOM,23.87,118,,"OUTSIDE
",G,,T0103,44,1345,,LIMESTONE,D,6,0,2,0,NO,NO,NO,,,,,,,,,,
104,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,CORRIDOR,PASSING,PUBLIC ROOM,23.87,ENTRANCE,PASSING,PUBLIC ROOM,16.01,167,,OUTSIDE,G,,T0104,565,1835,,LIMESTONE,D,95,0,2,0,NO,NO,NO,,,,,,,,,,
105,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,CORRIDOR,PASSING,PUBLIC ROOM,23.87,CUBICULUM,STANDING,PRIVATE ROOM,13.6,109,,OUTSIDE,G,,T0105,44,123,,LIMESTONE,D,11,0,2,0,NO,NO,NO,,,,,,,,,,
106,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,TABERNA,STANDING,PUBLIC ROOM,17.26,CUBICULUM,STANDING,PRIVATE ROOM,13.6,88,,OUTSIDE,G,,T0106,43,88,,MARBLE,A,11,0,2,0,NO,NO,NO,,,,,,,,,,
107,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,CORRIDOR,PASSING,PUBLIC ROOM,23.87,TABERNA,STANDING,PUBLIC ROOM,17.26,105,,OUTSIDE,G,,T0107,475,112,,MARBLE,D,12,0,0,0,NO,NO,NO,,,,,,,,,,
108,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,CORRIDOR,PASSING,PUBLIC ROOM,23.87,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.09,115,,OUTSIDE,G,,T0108,42,115,,LIMESTONE,A,12,0,2,0,NO,NO,NO,,,,,,,,,,
109,DOORWAY,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,ANTICHAMBER,STANDING,PUBLIC ROOM,4.26,LATRINA,STANDING,SERVICE ROOM,1.31,79,,INSIDE,G,,T0109,34,79,,LIMESTONE,C,0,0,0,1,NO,NO,NO,,,,,,,,,,
110,WINDOW,NO,DOMUS DEL CHIRURGO,DOMUS,II-III AD,MIDDLE EMPIRE,RIMINI,CORRIDOR,PASSING,PUBLIC ROOM,23.87,CUBICULUM,STANDING,PRIVATE ROOM,13.6,108,,OUTSIDE,G,92,,,,,,,,,,,,,NO,,,,,,,,,,
111,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,118,205,INSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
112,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,144,,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
113,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,54,122,OUTSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
114,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,114,,OUTSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
115,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,SERVICE ROOM,STANDING,SERVICE ROOM,24.1,118,193,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
116,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,ALA,STANDING,PUBLIC ROOM,36.74,SERVICE ROOM,STANDING,SERVICE ROOM,35.07,148,218,INSIDE,G,,,,,,,,,,,,,,NO,C,,,,,,,,,
117,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,CUBICULUM,STANDING,PRIVATE ROOM,18.69,257,276,INSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
118,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,58.54,ALA,STANDING,PUBLIC ROOM,36.74,147,218,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
119,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,58.54,COURT,STANDING,OPEN SPACES,42.25,353,401,OUTSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
120,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,GARDEN,STANDING,OPEN SPACES,336.9,COURT,STANDING,OPEN SPACES,42.25,176,234,INSIDE,G,,T0120,60,176,,LIMESTONE,C,0,0,0,0,NO,NO,NO,,,,,,,,,,
121,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,252,312,INSIDE,G,,,,,,,,,,,,,,NO,C,,,,,,,,,
122,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,284,296,OUTSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
123,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,ALA,STANDING,PUBLIC ROOM,36.74,100,160,INSIDE,G,123,,,,,,,,,,,,,NO,B,,,,,,,,,
124,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,235,227,INSIDE,G,85,,,,,,,,,,,,,NO,E,,,,,,,,,
125,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,110,242,INSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
126,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,CUBICULUM,STANDING,PRIVATE ROOM,18.78,177,228,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
127,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,CUBICULUM,STANDING,PRIVATE ROOM,18.78,190,197,INSIDE,G,122,,,,,,,,,,,,,NO,,,,,,,,,,
128,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,ENTRANCE,PASSING,PUBLIC ROOM,20.6,261,278,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
129,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,20.6,260,,OUTSIDE,G,,T0129,73,262,47,LIMESTONE,E,19,0,0,0,NO,NO,NO,E,,,,,,,,,
130,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,CUBICULUM,STANDING,PRIVATE ROOM,10.62,117,202,INSIDE,G,,,,,,,,,,,,,,NO,E,,,,,,,,,
131,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CUBICULUM,STANDING,PRIVATE ROOM,10.62,CUBICULUM,STANDING,PRIVATE ROOM,8.7,90,,INSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
132,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,8.7,79,,OUTSIDE,G,161,,,,,,,,,,,,,NO,,,,,,,,,,
133,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,38.96,ENTRANCE,PASSING,PUBLIC ROOM,13.49,118,186,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
134,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,TABERNA,STANDING,PUBLIC ROOM,38.96,ENTRANCE,PASSING,PUBLIC ROOM,13.49,113,185,OUTSIDE,G,,T0134,52,130,,LIMESTONE,D,15,0,0,0,NO,NO,NO,,,,,,,,,,
135,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,13.49,147,261,OUTSIDE,G,,T0135,65,141,,LIMESTONE,D,23,0,0,0,NO,NO,NO,E,,,,,,,,,
136,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,12.03,136,310,OUTSIDE,G,,T0136,59,154,29,LIMESTONE,D,85,0,3,1,NO,NO,YES,E,,,,,,,,,
137,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,38.96,294,,OUTSIDE,G,,T0137,71,172,36,LIMESTONE,F,15,0,0,0,NO,YES,NO,,,,,,,,,,
138,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,38.96,298,,OUTSIDE,G,,T0138,67,275,,LIMESTONE,F,15,0,0,0,NO,YES,NO,,,,,,,,,,
139,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,38.96,75,93,OUTSIDE,G,217,,,,,,,,,,,,,NO,D,,,,,,,,,
140,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,ENTRANCE,PASSING,PUBLIC ROOM,13.49,147,,OUTSIDE,G,,,,,,,,,,,,,,NO,F,,,,,,,,,
141,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,STREET,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,13.49,,65,INSIDE,G,306,,,,,,,,,,,,,NO,E,,,,,,,,,
142,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,58.54,COURT,STANDING,OPEN SPACES,42.25,134,,INSIDE,G,490,,,,,,,,,,,,,NO,A,,,,,,,,,
143,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,58.54,COURT,STANDING,OPEN SPACES,42.25,156,,INSIDE,G,490,,,,,,,,,,,,,NO,A,,,,,,,,,
144,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,OECUS,STANDING,PUBLIC ROOM,58.54,COURT,STANDING,OPEN SPACES,42.25,134,,INSIDE,G,490,,,,,,,,,,,,,NO,A,,,,,,,,,
145,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,ALA,STANDING,PUBLIC ROOM,36.74,90,171,INSIDE,1,133,,,,,,,,,,,,,NO,E,,,,,,,,,
146,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,107,,INSIDE,1,180,,,,,,,,,,,,,NO,,,,,,,,,,
147,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,126,171,INSIDE,1,180,,,,,,,,,,,,,NO,E,,,,,,,,,
148,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,113,,INSIDE,1,180,,,,,,,,,,,,,NO,A,,,,,,,,,
149,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,CORRIDOR,PASSING,PUBLIC ROOM,38.5,134,171,INSIDE,1,180,,,,,,,,,,,,,NO,,,,,,,,,,
150,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,COURT,STANDING,OPEN SPACES,42.25,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,195,210,INSIDE,G,408,,,,,,,,,,,,,NO,E,,,,,,,,,
151,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,GARDEN,STANDING,OPEN SPACES,336.9,COURT,STANDING,OPEN SPACES,42.25,410,,OUTSIDE,G,,,,,,,,,,,,,,NO,,,,,,,,,,
152,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,22.45,125,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
153,WINDOW,BETWEEN FLATS,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,RECEPTION ROOM,STANDING,PUBLIC ROOM,23.32,102,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
154,WINDOW,BETWEEN FLATS,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,CUBICULUM,STANDING,PRIVATE ROOM,11.17,102,,OUTSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
155,DOORWAY,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,STAIRWAY,PASSING,SERVICE ROOM,28.05,117,187,INSIDE,1,,,,,,,,,,,,,,NO,E,,,,,,,,,
156,WINDOW,NO,DOMUS DI GIOVE E GANIMEDE  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,CORRIDOR,PASSING,PUBLIC ROOM,38.5,STAIRWAY,PASSING,SERVICE ROOM,28.05,97,,INSIDE,1,,,,,,,,,,,,,,NO,,,,,,,,,,
